# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416388305;34959304;229565120;86.78;120768;26416708;207602628;76.07
axle;60;1416388365;32937324;231587100;87.55;120840;28443044;207599356;76.07
axle;60;1416388425;32906044;231618380;87.56;120896;28469600;207545104;76.05
axle;60;1416388485;32939496;231584928;87.55;120940;28487272;207492160;76.03
axle;60;1416388545;32937564;231586860;87.55;121024;28489416;207492176;76.03
axle;60;1416388605;32105376;232419048;87.86;121060;28496492;208364988;76.35
axle;60;1416388665;32416748;232107676;87.75;121100;28500924;208123272;76.26
axle;60;1416388725;21221800;243302624;91.98;121136;28507076;219349916;80.37
axle;60;1416388785;28712136;235812288;89.15;121180;28511272;211692396;77.57
axle;60;1416388845;28715660;235808764;89.14;121208;28513024;211692396;77.57
axle;60;1416388905;28712732;235811692;89.15;121240;28514284;211692396;77.57
